id,set_date,city,unemployment_rate,jobs,in_demand_skills,average_age,college_degree_percentage,unemployment_level,state,job_posting_level,average_age_group,college_degree_percentage_level,set_year
399,7/24/2025,Philadelphia,3.8,1736,"Cybersecurity, Agile Methodologies",31,59,Very Low,PA,Moderate,Middle-Aged,Moderate,2025
400,4/12/2025,San Francisco,12.2,4163,"Cloud Computing, Agile Methodologies, Digital Marketing",36,72,Very High,CA,High,Middle-Aged,High,2025
401,8/13/2023,Chicago,2.9,532,"Customer Service, JavaScript, Digital Marketing, Agile Methodologies",34,85,Very Low,IL,Low,Middle-Aged,High,2023
402,8/23/2024,New York,12.6,809,"Digital Marketing, Sales, Agile Methodologies",45,47,Very High,NY,Low,Older,Low,2024
403,5/6/2025,Houston,8.7,4713,"UX/UI Design, Machine Learning, Project Management, Python, Cloud Computing",47,90,Moderate,TX,Very High,Older,High,2025
404,5/18/2025,Fort Worth,9.3,1578,"Python, Data Analysis, Sales, UX/UI Design",40,81,High,TX,Moderate,Middle-Aged,High,2025
405,6/24/2025,Dallas,2.4,4427,"Sales, JavaScript, Cybersecurity",42,89,Very Low,TX,High,Older,High,2025
406,5/12/2025,Austin,10.1,2776,"JavaScript, Digital Marketing, Machine Learning, Python",27,80,High,TX,Moderate,Young,High,2025
407,11/27/2024,Columbus,5.4,2013,"Sales, JavaScript, Cybersecurity, UX/UI Design, Project Management",27,68,Low,OH,Moderate,Young,Moderate,2024
408,6/21/2024,San Diego,8.7,4552,"Cloud Computing, Machine Learning, Digital Marketing",50,89,Moderate,CA,Very High,Older,High,2024
409,9/14/2023,Denver,11,2795,"Python, Cloud Computing, Cybersecurity, SQL, Sales",46,54,High,CO,Moderate,Older,Moderate,2023
410,12/5/2023,Washington,11.3,4538,"Agile Methodologies, UX/UI Design, Sales, Machine Learning",37,66,High,DC,Very High,Middle-Aged,Moderate,2023
411,10/12/2023,Columbus,8.2,650,"Customer Service, Sales, Data Analysis, Python",32,74,Moderate,OH,Low,Middle-Aged,High,2023
412,11/3/2024,Charlotte,12.1,4188,"Cloud Computing, Digital Marketing, Customer Service, Agile Methodologies, Cybersecurity",33,39,Very High,NC,High,Middle-Aged,Low,2024
413,4/22/2025,Seattle,9.9,4028,"UX/UI Design, Project Management, Python, Digital Marketing",31,89,High,WA,High,Middle-Aged,High,2025
414,9/10/2023,Columbus,13.1,1339,"Customer Service, JavaScript, Project Management",27,88,Very High,OH,Low,Young,High,2023
415,12/3/2024,Washington,2.6,2684,"SQL, Cloud Computing",47,33,Very Low,DC,Moderate,Older,Low,2024
416,1/21/2025,Phoenix,5.8,1221,"Machine Learning, Python, UX/UI Design, Cloud Computing, Project Management",45,70,Low,AZ,Low,Older,Moderate,2025
417,6/2/2024,San Antonio,6.5,4619,"Sales, JavaScript, Machine Learning",38,71,Moderate,TX,Very High,Middle-Aged,High,2024
418,8/14/2023,Houston,3.2,447,"Project Management, Customer Service",41,38,Very Low,TX,Very Low,Older,Low,2023
419,2/3/2025,San Jose,5.8,1354,"Machine Learning, Python, Cybersecurity, UX/UI Design, Customer Service",31,42,Low,CA,Low,Middle-Aged,Low,2025
420,1/27/2024,Charlotte,13.3,4686,"Python, Sales, Machine Learning, SQL",43,30,Very High,NC,Very High,Older,Low,2024
421,7/25/2025,Philadelphia,10.2,4434,"Machine Learning, Digital Marketing",44,79,High,PA,High,Older,High,2025
422,9/27/2023,Washington,11.5,3288,"Cloud Computing, Project Management, UX/UI Design, SQL",32,74,High,DC,High,Middle-Aged,High,2023
423,1/15/2025,Los Angeles,9.4,1094,"Digital Marketing, SQL, Cybersecurity, Data Analysis, Python",44,34,High,CA,Low,Older,Low,2025
424,11/1/2024,Denver,9,1995,"UX/UI Design, Data Analysis, Cybersecurity, JavaScript",31,37,Moderate,CO,Moderate,Middle-Aged,Low,2024
425,12/26/2023,San Jose,7.1,2568,"Sales, Agile Methodologies, SQL, Machine Learning, Customer Service",42,51,Moderate,CA,Moderate,Older,Moderate,2023
426,5/12/2024,Denver,2.3,582,"Python, Cloud Computing",45,58,Very Low,CO,Low,Older,Moderate,2024
427,3/25/2025,Indianapolis,7.3,1526,"Cybersecurity, Customer Service, JavaScript, Sales",26,44,Moderate,IN,Moderate,Young,Low,2025
428,11/25/2023,Seattle,14.9,3534,"Cloud Computing, Agile Methodologies",28,39,Very High,WA,High,Young,Low,2023
429,8/18/2024,Fort Worth,11.2,1181,"Digital Marketing, Data Analysis, UX/UI Design, Python, Customer Service",40,89,High,TX,Low,Middle-Aged,High,2024
430,11/12/2024,Seattle,6.2,2365,"Python, Sales, JavaScript, Data Analysis, UX/UI Design",48,56,Moderate,WA,Moderate,Older,Moderate,2024
431,2/3/2024,Seattle,8.8,3385,"Python, Cloud Computing, Sales, Agile Methodologies",27,37,Moderate,WA,High,Young,Low,2024
432,2/2/2025,San Diego,8.1,2548,"Machine Learning, Cloud Computing, Python",34,85,Moderate,CA,Moderate,Middle-Aged,High,2025
433,12/7/2023,Washington,3,3601,"JavaScript, Data Analysis",25,75,Very Low,DC,High,Young,High,2023
434,3/25/2025,Denver,6.2,3979,"JavaScript, Python",48,81,Moderate,CO,High,Older,High,2025
435,1/13/2024,Austin,12.9,3995,"Machine Learning, Digital Marketing, Agile Methodologies, Cybersecurity",41,75,Very High,TX,High,Older,High,2024
436,6/5/2025,Jacksonville,5.9,2487,"Machine Learning, Agile Methodologies, JavaScript",45,38,Low,FL,Moderate,Older,Low,2025
437,7/22/2025,Houston,13,2090,"Project Management, SQL, Digital Marketing, Python, Cybersecurity",50,64,Very High,TX,Moderate,Older,Moderate,2025
438,5/5/2025,Dallas,13.5,3033,"Project Management, Digital Marketing, Agile Methodologies",30,66,Very High,TX,High,Young,Moderate,2025
439,10/11/2024,Columbus,11,3643,"SQL, Cybersecurity, Data Analysis, Python",41,88,High,OH,High,Older,High,2024
440,6/3/2025,Washington,3.4,3943,"Agile Methodologies, Project Management, SQL, Data Analysis",50,71,Very Low,DC,High,Older,High,2025
441,7/6/2025,Columbus,4.7,4195,"Cybersecurity, Digital Marketing, Python",28,59,Low,OH,High,Young,Moderate,2025
442,4/6/2024,Philadelphia,3.6,4679,"Python, Digital Marketing, Data Analysis, Cybersecurity",38,67,Very Low,PA,Very High,Middle-Aged,Moderate,2024
443,1/5/2025,Fort Worth,5.3,407,"Agile Methodologies, UX/UI Design, Sales",33,39,Low,TX,Very Low,Middle-Aged,Low,2025
444,6/29/2025,Chicago,12.9,4177,"SQL, Python, Sales, Project Management, Cybersecurity",47,74,Very High,IL,High,Older,High,2025
445,12/9/2024,Columbus,3.5,1641,"Data Analysis, Machine Learning, Cybersecurity, Python",48,88,Very Low,OH,Moderate,Older,High,2024
446,11/23/2023,New York,8.2,3677,"Digital Marketing, Agile Methodologies, JavaScript, Cybersecurity, Sales",37,77,Moderate,NY,High,Middle-Aged,High,2023
447,6/5/2024,Houston,9.9,2479,"UX/UI Design, JavaScript",44,70,High,TX,Moderate,Older,Moderate,2024
448,7/25/2025,San Antonio,9.9,4074,"JavaScript, Agile Methodologies",34,78,High,TX,High,Middle-Aged,High,2025
449,11/17/2023,Philadelphia,5,4045,"Digital Marketing, Data Analysis, Sales, JavaScript, Cloud Computing",47,66,Low,PA,High,Older,Moderate,2023
450,4/27/2025,Los Angeles,6.9,2260,"Data Analysis, Cloud Computing, Machine Learning, Digital Marketing, Project Management",29,66,Moderate,CA,Moderate,Young,Moderate,2025
451,11/23/2024,New York,11.8,355,"Project Management, Customer Service, Digital Marketing, UX/UI Design",25,75,High,NY,Very Low,Young,High,2024
452,11/18/2024,Fort Worth,14.2,2997,"Customer Service, JavaScript, Sales",27,35,Very High,TX,Moderate,Young,Low,2024
453,10/6/2024,Charlotte,7.9,797,"Sales, Cybersecurity, Data Analysis, Cloud Computing, UX/UI Design",40,63,Moderate,NC,Low,Middle-Aged,Moderate,2024
454,6/27/2024,Columbus,13.5,120,"Machine Learning, Agile Methodologies, Python",31,88,Very High,OH,Very Low,Middle-Aged,High,2024
455,8/11/2023,Charlotte,4.5,3292,"Python, UX/UI Design",47,35,Low,NC,High,Older,Low,2023
456,6/10/2024,San Antonio,11.7,1934,"Machine Learning, Project Management",38,88,High,TX,Moderate,Middle-Aged,High,2024
457,2/27/2025,Houston,8.3,4638,"Cloud Computing, Agile Methodologies",33,88,Moderate,TX,Very High,Middle-Aged,High,2025
458,8/20/2024,Fort Worth,7.2,2164,"Python, Cybersecurity",29,64,Moderate,TX,Moderate,Young,Moderate,2024
459,2/19/2024,Chicago,9.2,3699,"Machine Learning, Agile Methodologies",26,55,High,IL,High,Young,Moderate,2024
460,10/4/2023,Columbus,6.9,4171,"JavaScript, SQL, Cloud Computing",37,81,Moderate,OH,High,Middle-Aged,High,2023
461,10/25/2023,Chicago,12.2,4386,"Data Analysis, Python, Project Management, Cybersecurity, Cloud Computing",44,77,Very High,IL,High,Older,High,2023
462,6/26/2024,Indianapolis,4.5,1739,"Sales, UX/UI Design, Data Analysis, Machine Learning",47,65,Low,IN,Moderate,Older,Moderate,2024
463,2/24/2025,San Antonio,9.3,2727,"SQL, Digital Marketing",50,53,High,TX,Moderate,Older,Moderate,2025
464,3/12/2024,Chicago,14.6,3325,"JavaScript, Data Analysis, Sales",39,50,Very High,IL,High,Middle-Aged,Low,2024
465,2/25/2025,Dallas,4.6,3568,"SQL, Machine Learning, Python",48,74,Low,TX,High,Older,High,2025
466,9/18/2023,Austin,6.5,3977,"Customer Service, SQL, JavaScript, UX/UI Design, Project Management",34,79,Moderate,TX,High,Middle-Aged,High,2023
467,7/22/2024,Indianapolis,13.8,3892,"Sales, Customer Service, Project Management",44,60,Very High,IN,High,Older,Moderate,2024
468,12/11/2023,Columbus,12,795,"Python, Cybersecurity",41,42,High,OH,Low,Older,Low,2023
469,12/26/2023,Philadelphia,2.2,4407,"Project Management, UX/UI Design",47,85,Very Low,PA,High,Older,High,2023
470,1/14/2024,Los Angeles,8.7,1417,"Python, Agile Methodologies, JavaScript, SQL",33,83,Moderate,CA,Low,Middle-Aged,High,2024
471,10/2/2024,Columbus,6.8,618,"SQL, Cybersecurity, Python, JavaScript, Data Analysis",47,81,Moderate,OH,Low,Older,High,2024
472,6/9/2025,Phoenix,3.8,1629,"Cloud Computing, Sales, Agile Methodologies, Machine Learning",28,30,Very Low,AZ,Moderate,Young,Low,2025
473,1/30/2024,San Jose,2.7,3898,"Project Management, Cybersecurity, Cloud Computing, SQL",26,70,Very Low,CA,High,Young,Moderate,2024
474,7/23/2025,New York,11.5,2204,"Digital Marketing, Customer Service, Agile Methodologies",28,52,High,NY,Moderate,Young,Moderate,2025
475,10/6/2024,San Diego,2.9,2507,"Cloud Computing, Data Analysis",26,31,Very Low,CA,Moderate,Young,Low,2024
476,11/12/2023,Indianapolis,7.1,3832,"Customer Service, Agile Methodologies, Project Management",49,89,Moderate,IN,High,Older,High,2023
477,12/17/2024,New York,2.7,1781,"Customer Service, UX/UI Design",28,64,Very Low,NY,Moderate,Young,Moderate,2024
478,12/27/2024,Phoenix,4.9,3773,"Agile Methodologies, SQL",42,58,Low,AZ,High,Older,Moderate,2024
479,9/28/2024,Washington,13.3,194,"Sales, Digital Marketing",40,39,Very High,DC,Very Low,Middle-Aged,Low,2024
480,8/7/2024,Jacksonville,3.5,1454,"Digital Marketing, UX/UI Design, Project Management",33,71,Very Low,FL,Low,Middle-Aged,High,2024
481,4/7/2025,San Jose,14.5,4644,"Python, Project Management, JavaScript",25,78,Very High,CA,Very High,Young,High,2025
482,7/7/2025,New York,7.9,2052,"JavaScript, Sales, Cybersecurity, Agile Methodologies, SQL",29,43,Moderate,NY,Moderate,Young,Low,2025
483,7/26/2024,San Francisco,9.5,2886,"Machine Learning, Customer Service",48,66,High,CA,Moderate,Older,Moderate,2024
484,7/8/2024,Charlotte,9.1,1940,"Customer Service, Python, Data Analysis",39,69,High,NC,Moderate,Middle-Aged,Moderate,2024
485,8/20/2023,Washington,8.5,463,"Cloud Computing, Project Management, Machine Learning, Sales",47,63,Moderate,DC,Very Low,Older,Moderate,2023
486,5/30/2024,San Francisco,11.1,2466,"Cybersecurity, Sales, SQL, Customer Service",49,60,High,CA,Moderate,Older,Moderate,2024
487,7/16/2024,San Jose,5.8,4214,"UX/UI Design, Agile Methodologies, Python",30,44,Low,CA,High,Young,Low,2024
488,10/24/2023,San Jose,7.6,2958,"Customer Service, UX/UI Design",39,47,Moderate,CA,Moderate,Middle-Aged,Low,2023
489,10/21/2024,Philadelphia,5.9,3360,"Machine Learning, Digital Marketing, Cybersecurity",42,34,Low,PA,High,Older,Low,2024
490,7/19/2024,Phoenix,7.3,2790,"Agile Methodologies, UX/UI Design",41,45,Moderate,AZ,Moderate,Older,Low,2024
491,4/12/2025,New York,7.7,1106,"Project Management, Cloud Computing, Machine Learning",40,46,Moderate,NY,Low,Middle-Aged,Low,2025
492,2/2/2024,San Francisco,5.9,4265,"Python, Project Management, Agile Methodologies, Machine Learning, Customer Service",47,32,Low,CA,High,Older,Low,2024
493,6/7/2024,Washington,2.9,4142,"Data Analysis, Sales, Customer Service, Machine Learning, UX/UI Design",26,84,Very Low,DC,High,Young,High,2024
494,2/13/2024,Columbus,12.6,591,"Data Analysis, Project Management, UX/UI Design, JavaScript",28,81,Very High,OH,Low,Young,High,2024
495,5/3/2025,Fort Worth,8.4,4001,"Data Analysis, UX/UI Design",43,66,Moderate,TX,High,Older,Moderate,2025
496,12/3/2024,San Francisco,14.6,248,"Data Analysis, Sales, UX/UI Design, SQL",44,70,Very High,CA,Very Low,Older,Moderate,2024
497,9/4/2023,Los Angeles,8.3,3866,"Digital Marketing, Python, Machine Learning",49,36,Moderate,CA,High,Older,Low,2023
498,5/10/2024,San Francisco,9.2,3616,"UX/UI Design, Project Management, Data Analysis, Customer Service",42,77,High,CA,High,Older,High,2024
499,10/31/2024,Denver,14.3,3977,"Cybersecurity, Project Management, UX/UI Design",37,48,Very High,CO,High,Middle-Aged,Low,2024
500,12/20/2024,Jacksonville,5.3,3459,"Cloud Computing, UX/UI Design, Cybersecurity, Digital Marketing, JavaScript",41,51,Low,FL,High,Older,Moderate,2024
501,4/6/2024,Washington,5.9,2600,"Digital Marketing, Agile Methodologies, Project Management, Customer Service",25,67,Low,DC,Moderate,Young,Moderate,2024
502,8/10/2024,Washington,9.9,2612,"Cloud Computing, Project Management, Agile Methodologies",43,30,High,DC,Moderate,Older,Low,2024
503,10/27/2024,Denver,8.1,1726,"Customer Service, Data Analysis, Cybersecurity",44,86,Moderate,CO,Moderate,Older,High,2024
504,11/23/2023,Columbus,10.2,2490,"UX/UI Design, Sales",25,55,High,OH,Moderate,Young,Moderate,2023
505,8/1/2024,Austin,7.5,539,"Python, Project Management",36,70,Moderate,TX,Low,Middle-Aged,Moderate,2024
506,3/4/2024,Charlotte,13,956,"Python, Data Analysis",33,43,Very High,NC,Low,Middle-Aged,Low,2024
507,1/4/2024,Washington,3.7,3965,"Cybersecurity, Agile Methodologies",39,53,Very Low,DC,High,Middle-Aged,Moderate,2024
508,8/18/2023,San Antonio,5.8,3709,"Sales, JavaScript",32,63,Low,TX,High,Middle-Aged,Moderate,2023
509,3/10/2025,Chicago,7.6,2116,"Data Analysis, Digital Marketing, Cloud Computing",47,35,Moderate,IL,Moderate,Older,Low,2025
510,3/20/2024,Phoenix,8.3,2935,"Cybersecurity, Agile Methodologies, Data Analysis, Digital Marketing",38,49,Moderate,AZ,Moderate,Middle-Aged,Low,2024
511,7/28/2024,Indianapolis,5.3,4407,"Python, JavaScript, Digital Marketing, Customer Service",46,32,Low,IN,High,Older,Low,2024
512,9/23/2023,Denver,11.7,3699,"Customer Service, Project Management",38,59,High,CO,High,Middle-Aged,Moderate,2023
513,10/14/2023,Columbus,10,2218,"Cybersecurity, UX/UI Design",50,68,High,OH,Moderate,Older,Moderate,2023
514,1/22/2025,San Francisco,8.1,4569,"Machine Learning, Python",40,65,Moderate,CA,Very High,Middle-Aged,Moderate,2025
515,7/8/2024,Indianapolis,4.5,3818,"Python, Cloud Computing, Customer Service, Machine Learning",47,56,Low,IN,High,Older,Moderate,2024
516,2/14/2024,Philadelphia,11.2,2672,"Data Analysis, Customer Service, Cybersecurity",47,58,High,PA,Moderate,Older,Moderate,2024
517,12/2/2023,Seattle,6,3150,"Sales, Agile Methodologies",26,56,Low,WA,High,Young,Moderate,2023
518,10/13/2023,San Antonio,11.6,1211,"UX/UI Design, Digital Marketing, Project Management, Cloud Computing",47,82,High,TX,Low,Older,High,2023
519,9/24/2023,Seattle,6,803,"UX/UI Design, Digital Marketing",46,36,Low,WA,Low,Older,Low,2023
520,8/5/2024,Phoenix,11.4,2136,"Customer Service, Cybersecurity",39,58,High,AZ,Moderate,Middle-Aged,Moderate,2024
521,2/10/2024,Austin,5.4,4195,"Customer Service, SQL, Agile Methodologies",40,69,Low,TX,High,Middle-Aged,Moderate,2024
522,11/19/2024,Philadelphia,9,60,"Python, Cybersecurity, UX/UI Design, Sales, JavaScript",38,34,Moderate,PA,Very Low,Middle-Aged,Low,2024
523,12/4/2024,San Francisco,5.3,4006,"Sales, SQL, Customer Service, Python, Machine Learning",36,62,Low,CA,High,Middle-Aged,Moderate,2024
524,4/7/2025,Phoenix,5.4,4392,"Agile Methodologies, JavaScript, UX/UI Design, SQL, Machine Learning",42,47,Low,AZ,High,Older,Low,2025
525,2/5/2024,San Diego,5.3,4881,"Digital Marketing, Machine Learning, Cybersecurity",44,69,Low,CA,Very High,Older,Moderate,2024
526,12/28/2023,San Antonio,10.9,1188,"Cloud Computing, JavaScript, Agile Methodologies",48,80,High,TX,Low,Older,High,2023
527,9/22/2023,Seattle,2.7,870,"Python, Agile Methodologies, Customer Service",35,75,Very Low,WA,Low,Middle-Aged,High,2023
528,2/13/2024,Charlotte,2.7,1191,"Machine Learning, Agile Methodologies, Digital Marketing, Project Management, UX/UI Design",42,90,Very Low,NC,Low,Older,High,2024
529,4/5/2025,Phoenix,14.7,4525,"Machine Learning, Sales, Python, Customer Service, Cloud Computing",32,73,Very High,AZ,Very High,Middle-Aged,High,2025
530,9/1/2024,Denver,13.9,925,"Agile Methodologies, Customer Service, UX/UI Design, Data Analysis",50,56,Very High,CO,Low,Older,Moderate,2024
531,3/30/2024,Chicago,13.5,580,"UX/UI Design, Agile Methodologies, Project Management, Digital Marketing, JavaScript",44,74,Very High,IL,Low,Older,High,2024
532,4/29/2024,Denver,5.1,467,"Cybersecurity, Sales",50,41,Low,CO,Very Low,Older,Low,2024
533,9/14/2024,Fort Worth,12.3,292,"JavaScript, Agile Methodologies, SQL, Machine Learning, UX/UI Design",25,50,Very High,TX,Very Low,Young,Low,2024
534,9/30/2024,Washington,11.3,3732,"Agile Methodologies, Machine Learning, SQL, Sales, Cloud Computing",42,58,High,DC,High,Older,Moderate,2024
535,8/2/2024,San Jose,10.3,1447,"Data Analysis, UX/UI Design, Agile Methodologies, Machine Learning, Customer Service",43,51,High,CA,Low,Older,Moderate,2024
536,11/20/2023,Philadelphia,14.4,1245,"Cloud Computing, Agile Methodologies, Machine Learning, Project Management",35,60,Very High,PA,Low,Middle-Aged,Moderate,2023
537,1/29/2025,Indianapolis,8.4,238,"Cloud Computing, Agile Methodologies, SQL, Cybersecurity",36,47,Moderate,IN,Very Low,Middle-Aged,Low,2025
538,12/3/2024,Denver,4.2,4516,"Cybersecurity, Machine Learning",46,89,Low,CO,Very High,Older,High,2024
539,4/29/2025,San Francisco,6.3,363,"Project Management, UX/UI Design, Python, Cybersecurity, Sales",41,45,Moderate,CA,Very Low,Older,Low,2025
540,8/10/2024,Columbus,12,2079,"Project Management, JavaScript, Digital Marketing, Agile Methodologies",43,64,High,OH,Moderate,Older,Moderate,2024
541,1/31/2024,Jacksonville,4.1,954,"Agile Methodologies, Machine Learning",38,43,Low,FL,Low,Middle-Aged,Low,2024
542,8/5/2023,Los Angeles,2.7,4652,"Agile Methodologies, Project Management, SQL, Cybersecurity, Customer Service",32,66,Very Low,CA,Very High,Middle-Aged,Moderate,2023
543,12/28/2024,Columbus,4.7,2731,"JavaScript, SQL, Data Analysis, Agile Methodologies",26,85,Low,OH,Moderate,Young,High,2024
544,4/3/2024,Austin,7.8,618,"Python, Data Analysis, Cybersecurity, Project Management",50,77,Moderate,TX,Low,Older,High,2024
545,7/24/2025,Dallas,7.6,1836,"Machine Learning, Project Management, Cloud Computing, Sales, Cybersecurity",49,79,Moderate,TX,Moderate,Older,High,2025
546,1/10/2025,New York,10.8,3627,"Data Analysis, Digital Marketing, Cloud Computing",47,86,High,NY,High,Older,High,2025
547,8/16/2023,Phoenix,12.5,4204,"Machine Learning, Project Management, Sales, SQL, UX/UI Design",37,62,Very High,AZ,High,Middle-Aged,Moderate,2023
548,4/28/2025,New York,4.7,1403,"Sales, Cybersecurity, SQL, Cloud Computing",35,59,Low,NY,Low,Middle-Aged,Moderate,2025
549,12/22/2023,Indianapolis,12.7,2882,"Python, JavaScript, Project Management",37,80,Very High,IN,Moderate,Middle-Aged,High,2023
550,1/21/2024,Seattle,8.8,581,"Cybersecurity, JavaScript, Digital Marketing",43,50,Moderate,WA,Low,Older,Low,2024
551,2/16/2024,San Antonio,6.4,461,"Customer Service, Data Analysis, Python",36,32,Moderate,TX,Very Low,Middle-Aged,Low,2024
552,10/6/2023,Denver,11.9,54,"Machine Learning, Cybersecurity, Project Management",25,33,High,CO,Very Low,Young,Low,2023
553,1/5/2024,Seattle,13.7,2102,"Agile Methodologies, Sales, Customer Service, Cloud Computing, Machine Learning",35,58,Very High,WA,Moderate,Middle-Aged,Moderate,2024
554,9/17/2023,Dallas,11.3,1562,"Sales, JavaScript, Agile Methodologies",50,41,High,TX,Moderate,Older,Low,2023
555,1/21/2025,Phoenix,13.2,3320,"Machine Learning, Python, Data Analysis",26,33,Very High,AZ,High,Young,Low,2025
556,12/19/2023,Indianapolis,4.1,1431,"Sales, Agile Methodologies",50,76,Low,IN,Low,Older,High,2023
557,1/6/2024,San Antonio,7.3,4864,"Agile Methodologies, Machine Learning, Cybersecurity, Digital Marketing, UX/UI Design",47,37,Moderate,TX,Very High,Older,Low,2024
558,6/30/2025,Phoenix,13,3319,"JavaScript, Machine Learning, Digital Marketing, Agile Methodologies, Data Analysis",27,48,Very High,AZ,High,Young,Low,2025
559,7/28/2025,Indianapolis,3,3609,"Cloud Computing, Digital Marketing, Python, SQL",47,66,Very Low,IN,High,Older,Moderate,2025
560,9/29/2024,San Diego,11.4,1940,"Customer Service, Agile Methodologies, Data Analysis, Digital Marketing",49,52,High,CA,Moderate,Older,Moderate,2024
561,8/11/2023,Denver,3.8,3697,"Cybersecurity, UX/UI Design, JavaScript, Project Management, SQL",26,52,Very Low,CO,High,Young,Moderate,2023
562,11/27/2024,New York,8.2,1373,"JavaScript, Project Management, Machine Learning",25,80,Moderate,NY,Low,Young,High,2024
563,10/30/2024,Los Angeles,9.6,369,"SQL, Digital Marketing, JavaScript",48,80,High,CA,Very Low,Older,High,2024
564,4/28/2024,Fort Worth,5.9,2870,"Digital Marketing, Cybersecurity, Sales, SQL",50,35,Low,TX,Moderate,Older,Low,2024
565,8/22/2024,Austin,9.7,3092,"Machine Learning, Digital Marketing, UX/UI Design",39,32,High,TX,High,Middle-Aged,Low,2024
566,12/21/2023,San Antonio,7,265,"Cloud Computing, Python, Customer Service, JavaScript",40,76,Moderate,TX,Very Low,Middle-Aged,High,2023
567,12/15/2023,Charlotte,15,341,"Agile Methodologies, JavaScript",44,50,Very High,NC,Very Low,Older,Low,2023
568,4/6/2025,San Diego,11,612,"Cloud Computing, Project Management, Python",45,45,High,CA,Low,Older,Low,2025
569,3/18/2024,San Jose,11.7,2185,"Sales, JavaScript, Digital Marketing, Machine Learning, UX/UI Design",25,84,High,CA,Moderate,Young,High,2024
570,9/12/2023,San Antonio,6.6,2913,"Cybersecurity, Python, UX/UI Design, JavaScript, Project Management",43,79,Moderate,TX,Moderate,Older,High,2023
571,2/15/2025,Fort Worth,14.9,4192,"SQL, Agile Methodologies, Sales",41,48,Very High,TX,High,Older,Low,2025
572,12/23/2023,Dallas,4.2,4341,"Cloud Computing, Digital Marketing",50,58,Low,TX,High,Older,Moderate,2023
573,8/13/2023,Jacksonville,2.3,2988,"JavaScript, Cloud Computing, Machine Learning, Customer Service, Agile Methodologies",26,90,Very Low,FL,Moderate,Young,High,2023
574,8/23/2023,New York,5.7,4463,"Agile Methodologies, Project Management, UX/UI Design",40,69,Low,NY,High,Middle-Aged,Moderate,2023
575,5/1/2024,San Diego,8,659,"Sales, Cloud Computing",26,42,Moderate,CA,Low,Young,Low,2024
576,11/5/2024,New York,3.8,892,"UX/UI Design, Customer Service, JavaScript, Data Analysis",31,61,Very Low,NY,Low,Middle-Aged,Moderate,2024
577,2/18/2024,Seattle,13.8,2939,"SQL, Cybersecurity",40,58,Very High,WA,Moderate,Middle-Aged,Moderate,2024
578,7/2/2025,Seattle,8.9,1491,"Python, Agile Methodologies, JavaScript",32,38,Moderate,WA,Low,Middle-Aged,Low,2025
579,12/18/2023,San Diego,11.8,1016,"Project Management, UX/UI Design, Sales, Cybersecurity",36,75,High,CA,Low,Middle-Aged,High,2023
580,10/7/2023,Denver,4.4,805,"SQL, Python",45,44,Low,CO,Low,Older,Low,2023
581,5/12/2025,Fort Worth,14.6,722,"SQL, JavaScript, Python",42,83,Very High,TX,Low,Older,High,2025
582,4/3/2025,San Antonio,6.8,2598,"Sales, SQL, UX/UI Design, Data Analysis, Customer Service",39,72,Moderate,TX,Moderate,Middle-Aged,High,2025
583,5/31/2024,Dallas,4.6,3190,"UX/UI Design, Agile Methodologies, Sales, Python",42,86,Low,TX,High,Older,High,2024
584,9/11/2023,Jacksonville,3.1,2257,"Cybersecurity, SQL, Customer Service, Data Analysis, Agile Methodologies",32,86,Very Low,FL,Moderate,Middle-Aged,High,2023
585,1/15/2024,San Francisco,11.8,4868,"Cloud Computing, JavaScript, Project Management, UX/UI Design, Python",40,46,High,CA,Very High,Middle-Aged,Low,2024
586,2/28/2024,Seattle,6.5,1802,"JavaScript, Cloud Computing, Cybersecurity, Python",37,65,Moderate,WA,Moderate,Middle-Aged,Moderate,2024
587,8/13/2023,Houston,12.9,3975,"Data Analysis, Python, Sales, SQL",40,48,Very High,TX,High,Middle-Aged,Low,2023
588,3/24/2025,Seattle,2.2,214,"JavaScript, UX/UI Design, Agile Methodologies",46,71,Very Low,WA,Very Low,Older,High,2025
589,12/9/2023,San Francisco,12.2,4084,"Project Management, Digital Marketing, Python, Cybersecurity",31,40,Very High,CA,High,Middle-Aged,Low,2023
590,3/21/2024,Austin,11.5,3329,"JavaScript, Agile Methodologies, Data Analysis, Machine Learning",35,81,High,TX,High,Middle-Aged,High,2024
591,10/27/2023,San Antonio,8,1570,"Digital Marketing, Cybersecurity",31,69,Moderate,TX,Moderate,Middle-Aged,Moderate,2023
592,3/21/2024,San Jose,4.5,2102,"Cybersecurity, JavaScript",40,63,Low,CA,Moderate,Middle-Aged,Moderate,2024
593,8/17/2024,Washington,12.9,2090,"Python, Agile Methodologies, UX/UI Design, SQL",39,78,Very High,DC,Moderate,Middle-Aged,High,2024
594,3/2/2025,Charlotte,12.3,3873,"SQL, Python, Cybersecurity, Sales, Agile Methodologies",37,79,Very High,NC,High,Middle-Aged,High,2025
595,11/18/2023,Denver,2.3,1174,"Project Management, SQL, Data Analysis",41,87,Very Low,CO,Low,Older,High,2023
596,4/27/2024,Seattle,12,3463,"Customer Service, JavaScript, Digital Marketing, Python, Agile Methodologies",50,71,High,WA,High,Older,High,2024
597,9/27/2024,San Jose,12.5,3662,"Project Management, Sales, Python, Cybersecurity",41,39,Very High,CA,High,Older,Low,2024
